HGNC ID	Approved symbol	Status	Previous symbols	Accession numbers	Gene group name	Gene group ID
HGNC:47977	RNU6-1014P	Approved				
HGNC:47978	RNU6-1015P	Approved				
HGNC:47979	RNU6-1016P	Approved				
HGNC:47980	RNU6-1017P	Approved				
HGNC:47981	RNU6-1018P	Approved				
HGNC:47982	RNU6-1019P	Approved				
HGNC:47983	RNU6-1020P	Approved				
HGNC:47984	RNU6-1021P	Approved				
HGNC:47985	RNU6-1022P	Approved				
HGNC:47986	RNU6-1023P	Approved				
HGNC:47987	RNU6-1024P	Approved				
HGNC:47988	RNU6-1025P	Approved				
HGNC:47989	RNU6-1026P	Approved				
HGNC:47990	RNU6-1027P	Approved				
HGNC:47991	RNU6-1028P	Approved				
HGNC:47992	RNU6-1029P	Approved				
HGNC:47993	RNU6-1030P	Symbol Withdrawn				
HGNC:47994	RNU6-1031P	Approved				
HGNC:47995	RNU6-1032P	Approved				
HGNC:47996	RNU6-1033P	Symbol Withdrawn				
HGNC:47997	RNU6-1034P	Approved				
HGNC:47998	RNU6-1035P	Approved				
HGNC:47999	RNU6-1036P	Approved				
HGNC:48000	RNU6-1037P	Approved				
HGNC:48001	RNU6-1038P	Approved				
HGNC:48002	RNU6-1039P	Approved				
HGNC:48003	RNU6-1040P	Approved				
HGNC:48004	RNU6-1041P	Approved				
HGNC:48005	RNU6-1042P	Approved				
HGNC:48006	RNU6-1043P	Approved				
HGNC:48007	RNU6-1044P	Approved				
HGNC:48008	RNU6-1045P	Approved				
HGNC:48009	RNU6-1046P	Approved				
HGNC:48010	RNU6-1047P	Approved				
HGNC:48011	RNU6-1048P	Approved				
HGNC:48012	RNU6-1049P	Approved				
HGNC:48013	RNU6-1050P	Approved				
HGNC:48014	RNU6-1051P	Approved				
HGNC:48015	RNU6-1052P	Approved				
HGNC:48016	RNU6-1053P	Approved				
HGNC:48017	RNU6-1054P	Approved				
HGNC:48018	RNU6-1055P	Approved				
HGNC:48019	RNU6-1056P	Approved				
HGNC:48020	RNU6-1057P	Approved				
HGNC:48021	RNU6-1058P	Entry Withdrawn				
HGNC:48022	RNU6-1059P	Approved				
HGNC:48023	RNU6-1060P	Approved				
HGNC:48024	RNU6-1061P	Approved				
HGNC:48025	RNU6-1062P	Approved				
HGNC:48026	RNU6-1063P	Entry Withdrawn				
HGNC:48027	RNU6-1064P	Approved				
HGNC:48028	RNU6-1065P	Approved				
HGNC:48029	RNU6-1066P	Approved				
HGNC:48030	RNU6-1067P	Approved				
HGNC:48031	RNU6-1068P	Approved				
HGNC:48032	RNU6-1069P	Approved				
HGNC:48033	RNU6-1070P	Entry Withdrawn				
HGNC:48034	RNU6-1071P	Approved				
HGNC:48035	RNU6-1072P	Approved				
HGNC:48036	RNU6-1073P	Approved				
HGNC:48037	RNU6-1074P	Approved				
HGNC:48038	RNU6-1075P	Approved				
HGNC:48039	RNU6-1076P	Approved				
HGNC:48040	RNU6-1077P	Approved				
HGNC:48041	RNU6-1078P	Approved				
HGNC:48042	RNU6-1079P	Approved				
HGNC:48043	RNU6-1080P	Approved				
HGNC:48044	RNU6-1081P	Approved				
HGNC:48045	RNU6-1082P	Approved				
HGNC:48046	RNU6-1083P	Approved				
HGNC:48047	RNU6-1084P	Approved				
HGNC:48048	RNU6-1085P	Approved				
HGNC:48049	RNU6-1086P	Approved				
HGNC:48050	RNU6-1087P	Approved				
HGNC:48051	RNU6-1088P	Approved				
HGNC:48052	RNU6-1089P	Approved				
HGNC:48053	RNU6-1090P	Approved				
HGNC:48054	RNU6-1091P	Approved				
HGNC:48055	RNU6-1092P	Approved				
HGNC:48056	RNU6-1093P	Approved				
HGNC:48057	RNU6-1094P	Approved				
HGNC:48058	RNU6-1095P	Approved				
HGNC:48059	RNU6-1096P	Approved				
HGNC:48060	RNU6-1097P	Approved				
HGNC:48061	RNU6-1098P	Approved				
HGNC:48062	RNU6-1099P	Approved				
HGNC:48063	RNU6-1100P	Approved				
HGNC:48064	RNU6-1101P	Approved				
HGNC:48065	RNU6-1102P	Approved				
HGNC:48066	RNU6-1103P	Approved				
HGNC:48067	RNU6-1104P	Approved				
HGNC:48068	RNU6-1105P	Approved				
HGNC:48069	RNU6-1106P	Approved				
HGNC:48070	RNU6-1107P	Approved				
HGNC:48071	RNU6-1108P	Approved				
HGNC:48072	RNU6-1109P	Approved				
HGNC:48073	RNU6-1110P	Approved				
HGNC:48074	RNU6-1111P	Approved				
HGNC:48075	RNU6-1112P	Approved				
HGNC:48076	RNU6-1113P	Approved				
HGNC:48077	RNU6-1114P	Approved				
HGNC:48078	RNU6-1115P	Approved				
HGNC:48079	RNU6-1116P	Approved				
HGNC:48080	RNU6-1117P	Approved				
HGNC:48081	RNU6-1118P	Approved				
HGNC:48082	RNU6-1119P	Approved				
HGNC:48083	RNU6-1120P	Approved				
HGNC:48084	RNU6-1121P	Approved				
HGNC:48085	RNU6-1122P	Approved				
HGNC:48086	RNU6-1123P	Approved				
HGNC:48087	RNU6-1124P	Approved				
HGNC:48088	RNU6-1125P	Approved				
HGNC:48089	RNU6-1126P	Approved				
HGNC:48090	RNU6-1127P	Approved				
HGNC:48091	RNU6-1128P	Approved				
HGNC:48092	RNU6-1129P	Approved				
HGNC:48093	RNU6-1130P	Approved				
HGNC:48094	RNU6-1131P	Approved				
HGNC:48095	RNU6-1132P	Approved				
HGNC:48096	RNU6-1133P	Approved	RNU6-186P			
HGNC:48097	RNU6-1134P	Approved				
HGNC:48098	RNU6-1135P	Approved				
HGNC:48099	RNU6-1136P	Approved				
HGNC:48100	RNU6-1137P	Approved				
HGNC:48101	RNU6-1138P	Approved				
HGNC:48102	RNU6-1139P	Approved				
HGNC:48103	RNU6-1140P	Approved				
HGNC:48104	RNU6-1141P	Approved				
HGNC:48105	RNU6-1142P	Entry Withdrawn				
HGNC:48106	RNU6-1143P	Approved				
HGNC:48107	RNU6-1144P	Approved				
HGNC:48108	RNU6-1145P	Approved				
HGNC:48109	RNU6-1146P	Approved				
HGNC:48110	RNU6-1147P	Approved				
HGNC:48111	RNU6-1148P	Approved				
HGNC:48112	RNU6-1149P	Approved				
HGNC:48113	RNU6-1150P	Approved				
HGNC:48114	RNU6-1151P	Approved				
HGNC:48115	RNU6-1152P	Approved				
HGNC:48116	RNU6-1153P	Approved				
HGNC:48117	RNU6-1154P	Approved				
HGNC:48118	RNU6-1155P	Approved				
HGNC:48119	RNU6-1156P	Approved				
HGNC:48120	RNU6-1157P	Approved				
HGNC:48121	RNU6-1158P	Approved				
HGNC:48122	RNU6-1159P	Approved				
HGNC:48123	RNU6-1160P	Approved				
HGNC:48124	RNU6-1161P	Approved				
HGNC:48125	RNU6-1162P	Approved				
HGNC:48126	RNU6-1163P	Approved				
HGNC:48127	RNU6-1164P	Approved				
HGNC:48128	RNU6-1165P	Approved				
HGNC:48129	RNU6-1166P	Entry Withdrawn				
HGNC:48130	RNU6-1167P	Approved				
HGNC:48131	RNU6-1168P	Approved				
HGNC:48132	RNU6-1169P	Approved				
HGNC:48133	RNU6-1170P	Approved				
HGNC:48134	RNU6-1171P	Approved				
HGNC:48135	RNU6-1172P	Approved				
HGNC:48136	RNU6-1173P	Symbol Withdrawn				
HGNC:48137	RNU6-1174P	Approved				
HGNC:48138	RNU6-1175P	Approved				
HGNC:48139	RNU6-1176P	Approved				
HGNC:48140	RNU6-1177P	Approved				
HGNC:48141	RNU6-1178P	Approved				
HGNC:48142	RNU6-1179P	Approved				
HGNC:48143	RNU6-1180P	Approved				
HGNC:48144	RNU6-1181P	Approved				
HGNC:48145	RNU6-1182P	Entry Withdrawn				
HGNC:48146	RNU6-1183P	Approved				
HGNC:48147	RNU6-1184P	Approved				
HGNC:48148	RNU6-1185P	Symbol Withdrawn				
HGNC:48149	RNU6-1186P	Approved				
HGNC:48150	RNU6-1187P	Approved				
HGNC:48151	RNU6-1188P	Approved				
HGNC:48152	RNU6-1189P	Approved				
HGNC:48153	RNU6-1190P	Approved				
HGNC:48154	RNU6-1191P	Approved				
HGNC:48155	RNU6-1192P	Approved				
HGNC:48156	RNU6-1193P	Approved				
HGNC:48157	RNU6-1194P	Approved				
HGNC:48158	RNU6-1195P	Approved				
HGNC:48159	RNU6-1196P	Approved				
HGNC:48160	RNU6-1197P	Approved				
HGNC:48161	RNU6-1198P	Approved				
HGNC:48162	RNU6-1199P	Approved				
HGNC:48163	RNU6-1200P	Approved				
HGNC:48164	RNU6-1201P	Approved				
HGNC:48165	RNU6-1202P	Entry Withdrawn				
HGNC:48166	RNU6-1203P	Approved				
HGNC:48167	RNU6-1204P	Approved				
HGNC:48168	RNU6-1205P	Approved				
HGNC:48169	RNU6-1206P	Approved				
HGNC:48170	RNU6-1207P	Approved				
HGNC:48171	RNU6-1208P	Approved				
HGNC:48172	RNU6-1209P	Approved				
HGNC:48173	RNU6-1210P	Approved				
HGNC:48174	RNU6-1211P	Approved				
HGNC:48175	RNU6-1212P	Approved				
HGNC:48176	RNU6-1213P	Approved				
HGNC:48177	RNU6-1214P	Approved				
HGNC:48178	RNU6-1215P	Approved				
HGNC:48179	RNU6-1216P	Approved				
HGNC:48180	RNU6-1217P	Approved				
HGNC:48181	RNU6-1218P	Approved				
HGNC:48182	RNU6-1219P	Approved				
HGNC:48183	RNU6-1220P	Approved				
HGNC:48184	RNU6-1221P	Symbol Withdrawn				
HGNC:48185	RNU6-1222P	Approved				
HGNC:48186	RNU6-1223P	Approved				
HGNC:48187	RNU6-1224P	Approved				
HGNC:48188	RNU6-1225P	Approved				
HGNC:48189	RNU6-1226P	Approved				
HGNC:48190	RNU6-1227P	Approved				
HGNC:48191	RNU6-1228P	Approved				
HGNC:48192	RNU6-1229P	Approved				
HGNC:48193	RNU6-1230P	Approved				
HGNC:48194	RNU6-1231P	Approved				
HGNC:48195	RNU6-1232P	Approved				
HGNC:48196	RNU6-1233P	Approved				
HGNC:48197	RNU6-1234P	Approved				
HGNC:48198	RNU6-1235P	Approved				
HGNC:48199	RNU6-1236P	Approved				
HGNC:48200	RNU6-1237P	Approved				
HGNC:48201	RNU6-1238P	Approved				
HGNC:48202	RNU6-1239P	Approved				
HGNC:48203	RNU6-1240P	Approved				
HGNC:48204	RNU6-1241P	Approved				
HGNC:48205	RNU6-1242P	Approved				
HGNC:48206	RNU6-1243P	Approved				
HGNC:48207	RNU6-1244P	Approved				
HGNC:48208	RNU6-1245P	Approved				
HGNC:48209	RNU6-1246P	Approved				
HGNC:48210	RNU6-1247P	Approved				
HGNC:48211	RNU6-1248P	Approved				
HGNC:48212	RNU6-1249P	Approved				
HGNC:48213	RNU6-1250P	Approved				
HGNC:48214	RNU6-1251P	Approved				
HGNC:48215	RNU6-1252P	Approved				
HGNC:48216	RNU6-1253P	Entry Withdrawn				
HGNC:48217	RNU6-1254P	Approved				
HGNC:48218	RNU6-1255P	Approved				
HGNC:48219	RNU6-1256P	Approved				
HGNC:48220	RNU6-1257P	Approved				
HGNC:48221	RNU6-1258P	Approved				
HGNC:48222	RNU6-1259P	Entry Withdrawn				
HGNC:48223	RNU6-1260P	Approved				
HGNC:48224	RNU6-1261P	Approved				
HGNC:48225	RNU6-1262P	Approved				
HGNC:48226	RNU6-1263P	Approved				
HGNC:48227	RNU6-1264P	Approved				
HGNC:48228	RNU6-1265P	Approved				
HGNC:48229	RNU6-1266P	Approved				
HGNC:48230	RNU6-1267P	Approved				
HGNC:48231	RNU6-1268P	Approved				
HGNC:48232	RNU6-1269P	Approved				
HGNC:48233	RNU6-1270P	Approved				
HGNC:48234	RNU6-1271P	Approved				
HGNC:48235	RNU6-1272P	Approved				
HGNC:48236	RNU6-1273P	Approved				
HGNC:48237	RNU6-1274P	Approved				
HGNC:48238	RNU6-1275P	Approved				
HGNC:48239	RNU6-1276P	Approved				
HGNC:48240	RNU6-1277P	Approved				
HGNC:48241	RNU6-1278P	Approved				
HGNC:48242	RNU6-1279P	Approved				
HGNC:48243	RNU6-1280P	Approved				
HGNC:48244	RNU6-1281P	Approved				
HGNC:48245	RNU6-1282P	Approved				
HGNC:48246	RNU6-1283P	Approved				
HGNC:48247	RNU6-1284P	Approved				
HGNC:48248	RNU6-1285P	Approved				
HGNC:48249	RNU6-1286P	Approved				
HGNC:48250	RNU6-1287P	Approved				
HGNC:48251	RNU6-1288P	Approved				
HGNC:48252	RNU6-1289P	Approved				
HGNC:48253	RNU6-1290P	Approved				
HGNC:48254	RNU6-1291P	Approved				
HGNC:48255	RNU6-1292P	Approved				
HGNC:48256	RNU6-1293P	Approved				
HGNC:48257	RNU6-1294P	Approved				
HGNC:48258	RNU6-1295P	Symbol Withdrawn				
HGNC:48259	RNU6-1296P	Approved				
HGNC:48260	RNU6-1297P	Approved				
HGNC:48261	RNU6-1298P	Approved				
HGNC:48262	RNU6-1299P	Approved				
HGNC:48263	RNU6-1300P	Approved				
HGNC:48264	RNU6-1301P	Approved				
HGNC:48265	RNU6-1302P	Entry Withdrawn				
HGNC:48266	RNU6-1303P	Approved				
HGNC:48267	RNU6-1304P	Approved				
HGNC:48268	RNU6-1305P	Approved				
HGNC:48269	RNU6-1306P	Approved				
HGNC:48270	RNU6-1307P	Approved				
HGNC:48271	RNU6-1308P	Approved				
HGNC:48272	RNU6-1309P	Approved				
HGNC:48273	RNU6-1310P	Approved				
HGNC:48274	RNU6-1311P	Approved				
HGNC:48275	RNU6-1312P	Approved				
HGNC:48276	RNU6-1313P	Approved				
HGNC:48277	RNU6-1314P	Approved				
HGNC:48278	RNU6-1315P	Approved				
HGNC:48279	RNU6-1316P	Approved				
HGNC:48280	RNU6-1317P	Approved				
HGNC:48281	RNU6-1318P	Approved				
HGNC:48282	RNU6-1319P	Approved				
HGNC:48283	RNU6-1320P	Approved				
HGNC:48284	RNU6-1321P	Approved				
HGNC:48285	RNU6-1322P	Approved				
HGNC:48286	RNU6-1323P	Approved				
HGNC:48287	RNU6-1324P	Approved				
HGNC:48288	RNU6-1325P	Approved				
HGNC:48289	RNU6-1326P	Approved				
HGNC:48290	RNU6-1327P	Approved				
HGNC:48291	RNU6-1328P	Approved				
HGNC:48292	RNU6-1329P	Approved				
HGNC:48293	RNU6-1330P	Approved				
HGNC:48294	RNU6-1331P	Approved				
HGNC:48295	RNU6-1332P	Approved				
HGNC:48296	RNU6-1333P	Approved				
HGNC:48297	RNU6-1334P	Approved				
HGNC:48298	RNU6-1335P	Approved				
HGNC:48299	RNU6-1336P	Approved				
HGNC:48300	RNU6-1337P	Approved				
HGNC:48301	RNU6-1338P	Approved				
HGNC:48302	RNU6-1339P	Approved				
HGNC:48303	RNU6-1340P	Approved				
HGNC:56863	RNU6-1341P	Approved				
HGNC:56872	RNU6-1342P	Approved				
HGNC:34017	RNU6ATAC	Approved		BX649601	Minor spliceosome|Small nuclear RNAs	1520|849
HGNC:34092	RNU6ATAC2P	Approved				
HGNC:34093	RNU6ATAC3P	Approved				
HGNC:34094	RNU6ATAC4P	Approved				
HGNC:34095	RNU6ATAC5P	Approved				
HGNC:46905	RNU6ATAC6P	Approved				
HGNC:46906	RNU6ATAC7P	Approved				
HGNC:46907	RNU6ATAC8P	Approved				
HGNC:46908	RNU6ATAC9P	Approved				
HGNC:46909	RNU6ATAC10P	Approved				
HGNC:46910	RNU6ATAC11P	Approved				
HGNC:46911	RNU6ATAC12P	Approved				
HGNC:46912	RNU6ATAC13P	Approved				
HGNC:46913	RNU6ATAC14P	Approved				
HGNC:46914	RNU6ATAC15P	Approved				
HGNC:46915	RNU6ATAC16P	Approved				
HGNC:46916	RNU6ATAC17P	Approved				
HGNC:46917	RNU6ATAC18P	Approved				
HGNC:46918	RNU6ATAC19P	Approved				
HGNC:46919	RNU6ATAC20P	Approved				
HGNC:46920	RNU6ATAC21P	Approved				
HGNC:46921	RNU6ATAC22P	Approved				
HGNC:46922	RNU6ATAC23P	Approved				
HGNC:46923	RNU6ATAC24P	Approved				
HGNC:46924	RNU6ATAC25P	Approved				
HGNC:46925	RNU6ATAC26P	Approved				
HGNC:46926	RNU6ATAC27P	Approved				
HGNC:46927	RNU6ATAC28P	Approved				
HGNC:46928	RNU6ATAC29P	Approved				
HGNC:46929	RNU6ATAC30P	Approved				
HGNC:46930	RNU6ATAC31P	Approved				
HGNC:46931	RNU6ATAC32P	Approved				
HGNC:46932	RNU6ATAC33P	Approved				
HGNC:46933	RNU6ATAC34P	Approved				
HGNC:46934	RNU6ATAC35P	Approved				
HGNC:46935	RNU6ATAC36P	Approved				
HGNC:46936	RNU6ATAC37P	Approved				
HGNC:46937	RNU6ATAC38P	Approved				
HGNC:46938	RNU6ATAC39P	Approved				
HGNC:46939	RNU6ATAC40P	Approved				
HGNC:46940	RNU6ATAC41P	Approved				
HGNC:46941	RNU6ATAC42P	Approved				
HGNC:10230	RNU6V	Approved		X54048		
HGNC:34033	RNU7-1	Approved	RNU7		Small nuclear RNAs	849
HGNC:34098	RNU7-2P	Approved				
HGNC:34099	RNU7-3P	Approved				
HGNC:34100	RNU7-4P	Approved	RNU7-132P			
HGNC:34101	RNU7-5P	Approved				
HGNC:34102	RNU7-6P	Approved				
HGNC:34103	RNU7-7P	Approved				
HGNC:34104	RNU7-8P	Approved	RNU7-139P			
HGNC:34105	RNU7-9P	Approved				
HGNC:34106	RNU7-10P	Approved				
HGNC:34107	RNU7-11P	Approved				
HGNC:34108	RNU7-12P	Approved	RNU7-100P			
HGNC:34109	RNU7-13P	Approved				
HGNC:34110	RNU7-14P	Approved				
HGNC:34111	RNU7-15P	Approved				
HGNC:34112	RNU7-16P	Approved				
HGNC:34113	RNU7-17P	Approved				
HGNC:34114	RNU7-18P	Approved	RNU7-142P			
HGNC:34115	RNU7-19P	Approved				
HGNC:34116	RNU7-20P	Approved				
HGNC:34117	RNU7-21P	Approved				
HGNC:34118	RNU7-22P	Approved				
HGNC:34119	RNU7-23P	Approved				
HGNC:34120	RNU7-24P	Approved	RNU7P3	M35539		
HGNC:34121	RNU7-25P	Approved				
HGNC:34122	RNU7-26P	Approved				
HGNC:34123	RNU7-27P	Approved				
HGNC:34124	RNU7-28P	Approved				
HGNC:34125	RNU7-29P	Approved				
HGNC:34126	RNU7-30P	Approved				
HGNC:34127	RNU7-31P	Approved				
HGNC:34128	RNU7-32P	Approved				
HGNC:34129	RNU7-33P	Approved				
HGNC:34130	RNU7-34P	Approved				
HGNC:34131	RNU7-35P	Approved				
HGNC:34132	RNU7-36P	Approved	RNU7-112P			
HGNC:34133	RNU7-37P	Approved				
HGNC:34134	RNU7-38P	Approved				
HGNC:34135	RNU7-39P	Approved				
HGNC:34136	RNU7-40P	Approved				
HGNC:34137	RNU7-41P	Approved				
HGNC:34138	RNU7-42P	Approved				
HGNC:34139	RNU7-43P	Approved	RNU7-118P			
HGNC:34140	RNU7-44P	Approved				
HGNC:34141	RNU7-45P	Approved				
HGNC:34142	RNU7-46P	Approved				
HGNC:34143	RNU7-47P	Approved				
HGNC:34144	RNU7-48P	Approved				
HGNC:34145	RNU7-49P	Approved				
HGNC:34146	RNU7-50P	Approved				
HGNC:34147	RNU7-51P	Approved				
HGNC:34148	RNU7-52P	Approved				
HGNC:34149	RNU7-53P	Approved				
HGNC:34150	RNU7-54P	Approved				
HGNC:10239	RNU7-55P	Approved	RNU7P4	M35540		
HGNC:34152	RNU7-56P	Approved				
HGNC:34153	RNU7-57P	Approved				
HGNC:34154	RNU7-58P	Approved				
HGNC:34155	RNU7-59P	Approved				
HGNC:34156	RNU7-60P	Approved				
HGNC:34157	RNU7-61P	Approved				
HGNC:34158	RNU7-62P	Approved				
HGNC:34159	RNU7-63P	Approved				
HGNC:34160	RNU7-64P	Approved				
HGNC:34161	RNU7-65P	Approved				
HGNC:34162	RNU7-66P	Approved				
HGNC:34163	RNU7-67P	Approved				
HGNC:10236	RNU7-68P	Approved	RNU7P1	M35537		
HGNC:34165	RNU7-69P	Approved				
HGNC:34166	RNU7-70P	Approved				
HGNC:34167	RNU7-71P	Approved				
HGNC:34168	RNU7-72P	Approved				
HGNC:34169	RNU7-73P	Approved				
HGNC:34170	RNU7-74P	Approved				
HGNC:34171	RNU7-75P	Approved				
HGNC:34172	RNU7-76P	Approved				
HGNC:34173	RNU7-77P	Approved				
HGNC:34174	RNU7-78P	Approved				
HGNC:34175	RNU7-79P	Approved				
HGNC:34176	RNU7-80P	Approved				
HGNC:34177	RNU7-81P	Approved				
HGNC:34178	RNU7-82P	Approved	RNU7-163P			
HGNC:34179	RNU7-83P	Approved				
HGNC:34180	RNU7-84P	Approved				
HGNC:34181	RNU7-85P	Approved				
HGNC:10237	RNU7-86P	Approved	RNU7P2	M35538		
HGNC:42616	RNU7-87P	Approved				
HGNC:42617	RNU7-88P	Approved				
HGNC:42618	RNU7-89P	Approved				
HGNC:45624	RNU7-90P	Approved				
HGNC:45625	RNU7-91P	Entry Withdrawn				
HGNC:45626	RNU7-92P	Approved				
HGNC:45627	RNU7-93P	Approved				
HGNC:45628	RNU7-94P	Approved				
HGNC:45629	RNU7-95P	Approved				
HGNC:45630	RNU7-96P	Approved				
HGNC:45631	RNU7-97P	Approved				
HGNC:45632	RNU7-98P	Entry Withdrawn				
HGNC:45633	RNU7-99P	Approved				
HGNC:45634	RNU7-100P	Symbol Withdrawn				
HGNC:45635	RNU7-101P	Entry Withdrawn				
HGNC:45636	RNU7-102P	Approved				
HGNC:45637	RNU7-103P	Approved				
HGNC:45638	RNU7-104P	Approved				
HGNC:45639	RNU7-105P	Approved				
HGNC:45640	RNU7-106P	Approved				
HGNC:45641	RNU7-107P	Approved				
HGNC:45642	RNU7-108P	Entry Withdrawn				
HGNC:45643	RNU7-109P	Entry Withdrawn				
HGNC:45644	RNU7-110P	Approved				
HGNC:45645	RNU7-111P	Approved				
HGNC:45646	RNU7-112P	Symbol Withdrawn				
HGNC:45647	RNU7-113P	Approved				
HGNC:45648	RNU7-114P	Entry Withdrawn				
HGNC:45649	RNU7-115P	Approved				
HGNC:45650	RNU7-116P	Approved				
HGNC:45651	RNU7-117P	Entry Withdrawn				
HGNC:45652	RNU7-118P	Symbol Withdrawn				
HGNC:45653	RNU7-119P	Approved				
HGNC:45654	RNU7-120P	Approved				
HGNC:45655	RNU7-121P	Approved				
HGNC:45656	RNU7-122P	Entry Withdrawn				
HGNC:45657	RNU7-123P	Approved				
HGNC:45658	RNU7-124P	Approved				
HGNC:45659	RNU7-125P	Approved	RNU7-135P			
HGNC:45660	RNU7-126P	Approved				
HGNC:45661	RNU7-127P	Approved				
HGNC:45662	RNU7-128P	Approved				
HGNC:45663	RNU7-129P	Approved				
HGNC:45664	RNU7-130P	Approved				
HGNC:45665	RNU7-131P	Entry Withdrawn				
HGNC:45666	RNU7-132P	Symbol Withdrawn				
HGNC:45667	RNU7-133P	Approved				
HGNC:45668	RNU7-134P	Approved				
HGNC:45669	RNU7-135P	Symbol Withdrawn				
HGNC:45670	RNU7-136P	Approved				
HGNC:45671	RNU7-137P	Approved				
HGNC:45672	RNU7-138P	Approved				
HGNC:45673	RNU7-139P	Symbol Withdrawn				
HGNC:45674	RNU7-140P	Approved				
HGNC:45675	RNU7-141P	Approved				
HGNC:45676	RNU7-142P	Symbol Withdrawn				
HGNC:45677	RNU7-143P	Approved				
HGNC:45678	RNU7-144P	Approved				
HGNC:45679	RNU7-145P	Entry Withdrawn				
HGNC:45680	RNU7-146P	Entry Withdrawn				
HGNC:45681	RNU7-147P	Approved				
HGNC:45682	RNU7-148P	Approved				
HGNC:45683	RNU7-149P	Approved				
HGNC:45684	RNU7-150P	Entry Withdrawn				
HGNC:45685	RNU7-151P	Approved				
HGNC:45686	RNU7-152P	Approved				
HGNC:45687	RNU7-153P	Approved				
HGNC:45688	RNU7-154P	Approved				
HGNC:45689	RNU7-155P	Approved				
HGNC:45690	RNU7-156P	Approved				
HGNC:45691	RNU7-157P	Approved				
HGNC:45692	RNU7-158P	Entry Withdrawn				
HGNC:45693	RNU7-159P	Approved				
HGNC:45694	RNU7-160P	Approved				
HGNC:45695	RNU7-161P	Approved				
HGNC:45696	RNU7-162P	Entry Withdrawn				
HGNC:45697	RNU7-163P	Symbol Withdrawn				
HGNC:45698	RNU7-164P	Approved				
HGNC:45699	RNU7-165P	Approved				
HGNC:45700	RNU7-166P	Entry Withdrawn				
HGNC:45701	RNU7-167P	Approved				
HGNC:45702	RNU7-168P	Entry Withdrawn				
HGNC:45703	RNU7-169P	Approved				
HGNC:45704	RNU7-170P	Approved				
HGNC:45705	RNU7-171P	Approved				
HGNC:45706	RNU7-172P	Approved				
HGNC:45707	RNU7-173P	Approved				
HGNC:45708	RNU7-174P	Approved				
HGNC:45709	RNU7-175P	Approved				
HGNC:45710	RNU7-176P	Approved				
HGNC:45711	RNU7-177P	Entry Withdrawn				
HGNC:45712	RNU7-178P	Entry Withdrawn				
HGNC:45713	RNU7-179P	Approved				
HGNC:45714	RNU7-180P	Approved				
HGNC:45715	RNU7-181P	Approved				
HGNC:45716	RNU7-182P	Approved				
HGNC:45717	RNU7-183P	Approved				
HGNC:45718	RNU7-184P	Entry Withdrawn				
HGNC:45719	RNU7-185P	Approved				
HGNC:45720	RNU7-186P	Approved				
HGNC:45721	RNU7-187P	Approved				
HGNC:45722	RNU7-188P	Approved				
HGNC:45723	RNU7-189P	Entry Withdrawn				
HGNC:45724	RNU7-190P	Approved				
HGNC:45725	RNU7-191P	Entry Withdrawn				
HGNC:45726	RNU7-192P	Approved				
HGNC:45727	RNU7-193P	Approved				
HGNC:45728	RNU7-194P	Approved				
HGNC:45729	RNU7-195P	Approved				
HGNC:45730	RNU7-196P	Approved				
HGNC:45731	RNU7-197P	Approved				
HGNC:45732	RNU7-198P	Entry Withdrawn				
HGNC:45733	RNU7-199P	Entry Withdrawn				
HGNC:45734	RNU7-200P	Approved				
HGNC:10238	RNU7P3	Symbol Withdrawn	RNU7P3			
HGNC:10108	RNU11	Approved		X58716	Small nuclear RNAs|U11/U12 di-snRNP	849|1521
HGNC:46942	RNU11-2P	Approved				
HGNC:46943	RNU11-3P	Approved				
HGNC:46944	RNU11-4P	Approved				
HGNC:46945	RNU11-5P	Approved				
HGNC:46946	RNU11-6P	Approved				
HGNC:19380	RNU12	Approved	RNU12P	L43846	Small nuclear RNAs|U11/U12 di-snRNP	849|1521
HGNC:10109	RNU12-2P	Approved	RNU12, RNU12P	L43845		
HGNC:10117	RNU17C	Symbol Withdrawn	RNU17C			
HGNC:16382	RNU40	Symbol Withdrawn				
HGNC:17130	RNU86	Entry Withdrawn				
HGNC:10102	RNU105A	Symbol Withdrawn				
HGNC:10103	RNU105B	Approved		U12207		
HGNC:10104	RNU105C	Approved		U12208		
HGNC:10133	RNVU1-1	Approved	RNU1P10, RNU1-10P, RNVU1-10	M25188	Variant U1 small nuclear RNAs	1819
HGNC:48308	RNVU1-2	Approved	RNU1-13P, RNU1P6, RNVU1-11, RNU1P2, RNU1-12P	JQ988795, JQ988805	Variant U1 small nuclear RNAs	1819
HGNC:54430	RNVU1-2A	Approved			Variant U1 small nuclear RNAs	1819
HGNC:48311	RNVU1-3	Approved	RNVU1-12		Variant U1 small nuclear RNAs	1819
HGNC:48312	RNVU1-4	Approved	RNVU1-5		Variant U1 small nuclear RNAs	1819
HGNC:48313	RNVU1-5	Symbol Withdrawn				
HGNC:48314	RNVU1-6	Approved			Variant U1 small nuclear RNAs	1819
HGNC:37500	RNVU1-7	Approved	RNU1-9, RNU1-9P, RNVU1-9, RNU1-6P, RNU1-26P	JQ988801	Variant U1 small nuclear RNAs	1819
HGNC:48315	RNVU1-8	Approved		JQ988802	Variant U1 small nuclear RNAs	1819
HGNC:37499	RNVU1-9	Symbol Withdrawn	RNU1-6P, RNU1-26P			
HGNC:48316	RNVU1-10	Symbol Withdrawn				
